"GenusSpecies","DispersalDistance","DispersalDistance_Unit","DispersalDistance_ObservationType","DispersalDistance_MeasurementType","DispersalDistance_Database","DispersalFrequency","DispersalFrequency_Unit","DispersalFrequency_MeasurementType","DispersalFrequency_Database","MaxDispersalDistanceKm","MaxDispersalDistance_Database","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","DispersalFrequencyY","PotentialDispersalRateKmY"
"Neotoma cinerea",2200,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",353,"days","AgeAtMaturity","AnAge",2.2,"Sutherland (mammals)",2.2,2,1,2.2
"Nepeta cataria",0.06,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00031,"Tamme et al. 2014",0.000185,2,1,0.00031
"Nepeta cataria",0.31,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00031,"Tamme et al. 2014",0.000185,2,1,0.00031
"Numenius phaeopus",1.63,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",728.468,"days","AgeAtMaturity","Amniota",6.909362,"Chu & Clairmunt 2023",4.269681,4,2,3.454681
"Numenius phaeopus",1630,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",728.468,"days","AgeAtMaturity","Amniota",6.909362,"Chu & Clairmunt 2023",4.269681,4,2,3.454681
"Numenius phaeopus",6.909362,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",728.468,"days","AgeAtMaturity","Amniota",6.909362,"Chu & Clairmunt 2023",4.269681,4,2,3.454681
"Numenius phaeopus",6.909362,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",728.468,"days","AgeAtMaturity","Amniota",6.909362,"Chu & Clairmunt 2023",4.269681,4,2,3.454681
"Nycticorax nycticorax",6.291542,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",8.309647,"Chu & Clairmunt 2023",7.3005945,2,1,8.309647
"Nycticorax nycticorax",8.309647,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",8.309647,"Chu & Clairmunt 2023",7.3005945,2,1,8.309647
"Ochotona princeps",0.09,"km","natal dispersal","MedianDispersalDistance","Sutherland (mammals)",347,"days","AgeAtMaturity","AnAge",0.396,"Sutherland (mammals)",0.396,3,1,0.396
"Ochotona princeps",0.396,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",347,"days","AgeAtMaturity","AnAge",0.396,"Sutherland (mammals)",0.396,3,1,0.396
"Ochotona princeps",396,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",347,"days","AgeAtMaturity","AnAge",0.396,"Sutherland (mammals)",0.396,3,1,0.396
"Odontites vernus",0.05,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00026,"Tamme et al. 2014",0.000155,2,1,0.00026
"Odontites vernus",0.26,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00026,"Tamme et al. 2014",0.000155,2,1,0.00026
"Oenanthe oenanthe",95600,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",95.6,"Jenkins et al. 2007",17.2,5,1,95.6
"Oenanthe oenanthe",17.2,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",95.6,"Jenkins et al. 2007",17.2,5,1,95.6
"Oenanthe oenanthe",18.9,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",95.6,"Jenkins et al. 2007",17.2,5,1,95.6
"Oenanthe oenanthe",0.623,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",95.6,"Jenkins et al. 2007",17.2,5,1,95.6
"Oenanthe oenanthe",2.353,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",95.6,"Jenkins et al. 2007",17.2,5,1,95.6
"Oenothera biennis",5,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Oenothera biennis",1.83,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Oenothera biennis",1.83,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Oenothera biennis",0.15,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Oenothera biennis",0.98,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Oenothera biennis",5,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Otospermophilus beecheyi",1.44,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",359.0288,"days","AgeAtMaturity","Amniota",1.44,"Sutherland (mammals)",1.44,3,1,1.44
"Otospermophilus beecheyi",1.312,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",359.0288,"days","AgeAtMaturity","Amniota",1.44,"Sutherland (mammals)",1.44,3,1,1.44
"Otospermophilus beecheyi",1440,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",359.0288,"days","AgeAtMaturity","Amniota",1.44,"Sutherland (mammals)",1.44,3,1,1.44
"Oxalis acetosella",4.52,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.005,"Vittoz & Engler 2007",0.0023,5,1,0.005
"Oxalis acetosella",2.04,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.005,"Vittoz & Engler 2007",0.0023,5,1,0.005
"Oxalis acetosella",2.06,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.005,"Vittoz & Engler 2007",0.0023,5,1,0.005
"Oxalis acetosella",2.3,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.005,"Vittoz & Engler 2007",0.0023,5,1,0.005
"Oxalis acetosella",5,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.005,"Vittoz & Engler 2007",0.0023,5,1,0.005
"Pandion haliaetus",37.53764,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",1092.702,"days","AgeAtMaturity","Amniota",126.8169,"Chu & Clairmunt 2023",82.17727,2,3,42.2723
"Pandion haliaetus",126.8169,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",1092.702,"days","AgeAtMaturity","Amniota",126.8169,"Chu & Clairmunt 2023",82.17727,2,3,42.2723
"Panicum miliaceum",3,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.05,"Flores-Moreno et al. 2013",0.003,9,1,0.05
"Panicum miliaceum",0.5,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.05,"Flores-Moreno et al. 2013",0.003,9,1,0.05
"Panicum miliaceum",12.99,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.05,"Flores-Moreno et al. 2013",0.003,9,1,0.05
"Panicum miliaceum",21.88,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.05,"Flores-Moreno et al. 2013",0.003,9,1,0.05
"Panicum miliaceum",0.4795,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.05,"Flores-Moreno et al. 2013",0.003,9,1,0.05
"Panicum miliaceum",3,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.05,"Flores-Moreno et al. 2013",0.003,9,1,0.05
"Panicum miliaceum",50,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.05,"Flores-Moreno et al. 2013",0.003,9,1,0.05
"Panicum miliaceum",50,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.05,"Flores-Moreno et al. 2013",0.003,9,1,0.05
"Panicum miliaceum",1.8,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.05,"Flores-Moreno et al. 2013",0.003,9,1,0.05
"Papaver dubium",2.1,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0021,"Tamme et al. 2014",0.0021,3,1,0.0021
"Papaver dubium",0.9,"m","seed dispersal","ModeDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0021,"Tamme et al. 2014",0.0021,3,1,0.0021
"Papaver dubium",2.1,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0021,"Tamme et al. 2014",0.0021,3,1,0.0021
"Papaver rhoeas",0.1,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",5e-04,"Tamme et al. 2014",3e-04,4,1,5e-04
"Papaver rhoeas",0.5,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",5e-04,"Tamme et al. 2014",3e-04,4,1,5e-04
"Papaver rhoeas",0.1,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",5e-04,"Tamme et al. 2014",3e-04,4,1,5e-04
"Papaver rhoeas",0.5,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",5e-04,"Tamme et al. 2014",3e-04,4,1,5e-04
"Parabuteo unicinctus",160,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",160,"Sutherland (birds)",160,2,1,160
"Parabuteo unicinctus",160000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",160,"Sutherland (birds)",160,2,1,160
"Parkesia motacilla",4,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",4,"Sutherland (birds)",4,2,1,4
"Parkesia motacilla",4000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",4,"Sutherland (birds)",4,2,1,4
"Parus major",0.6,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",41.1,"Jenkins et al. 2007",2.5,7,1,41.1
"Parus major",3.3,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",41.1,"Jenkins et al. 2007",2.5,7,1,41.1
"Parus major",41100,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",41.1,"Jenkins et al. 2007",2.5,7,1,41.1
"Parus major",2.5,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",41.1,"Jenkins et al. 2007",2.5,7,1,41.1
"Parus major",5.3,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",41.1,"Jenkins et al. 2007",2.5,7,1,41.1
"Parus major",0.246,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",41.1,"Jenkins et al. 2007",2.5,7,1,41.1
"Parus major",0.797,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",41.1,"Jenkins et al. 2007",2.5,7,1,41.1
"Passer domesticus",46700,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",152,"days","AgeAtMaturity","AnAge",46.7,"Jenkins et al. 2007",1.9,7,1,46.7
"Passer domesticus",1.9,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",152,"days","AgeAtMaturity","AnAge",46.7,"Jenkins et al. 2007",1.9,7,1,46.7
"Passer domesticus",1.7,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",152,"days","AgeAtMaturity","AnAge",46.7,"Jenkins et al. 2007",1.9,7,1,46.7
"Passer domesticus",0.147,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",152,"days","AgeAtMaturity","AnAge",46.7,"Jenkins et al. 2007",1.9,7,1,46.7
"Passer domesticus",0.206,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",152,"days","AgeAtMaturity","AnAge",46.7,"Jenkins et al. 2007",1.9,7,1,46.7
"Passer domesticus",2.778091,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",152,"days","AgeAtMaturity","AnAge",46.7,"Jenkins et al. 2007",1.9,7,1,46.7
"Passer domesticus",4.916184,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",152,"days","AgeAtMaturity","AnAge",46.7,"Jenkins et al. 2007",1.9,7,1,46.7
"Passer montanus",51600,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",319,"days","AgeAtMaturity","AnAge",51.6,"Jenkins et al. 2007",5,5,1,51.6
"Passer montanus",5,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",319,"days","AgeAtMaturity","AnAge",51.6,"Jenkins et al. 2007",5,5,1,51.6
"Passer montanus",8,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",319,"days","AgeAtMaturity","AnAge",51.6,"Jenkins et al. 2007",5,5,1,51.6
"Passer montanus",0.284,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",319,"days","AgeAtMaturity","AnAge",51.6,"Jenkins et al. 2007",5,5,1,51.6
"Passer montanus",0.717,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",319,"days","AgeAtMaturity","AnAge",51.6,"Jenkins et al. 2007",5,5,1,51.6
"Passerculus sandwichensis",0.248,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",363.468,"days","AgeAtMaturity","Amniota",1.6,"Jenkins et al. 2007",1.4,3,1,1.6
"Passerculus sandwichensis",1.4,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",363.468,"days","AgeAtMaturity","Amniota",1.6,"Jenkins et al. 2007",1.4,3,1,1.6
"Passerculus sandwichensis",1600,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",363.468,"days","AgeAtMaturity","Amniota",1.6,"Jenkins et al. 2007",1.4,3,1,1.6
"Passerina cyanea",470,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",470,"Sutherland (birds)",470,2,1,470
"Passerina cyanea",470000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",470,"Sutherland (birds)",470,2,1,470
"Pastinaca sativa",13.9,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0139,"Tamme et al. 2014",0.00305,3,1,0.0139
"Pastinaca sativa",3.05,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0139,"Tamme et al. 2014",0.00305,3,1,0.0139
"Pastinaca sativa",3.05,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0139,"Tamme et al. 2014",0.00305,3,1,0.0139
"Pedicularis palustris",0.03,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00015,"Tamme et al. 2014",9e-05,2,1,0.00015
"Pedicularis palustris",0.15,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00015,"Tamme et al. 2014",9e-05,2,1,0.00015
"Pelecanus erythrorhynchos",160.2116,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",1095,"days","AgeAtMaturity","AnAge",339.1081,"Chu & Clairmunt 2023",249.65985,2,3,113.036033333333
"Pelecanus erythrorhynchos",339.1081,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",1095,"days","AgeAtMaturity","AnAge",339.1081,"Chu & Clairmunt 2023",249.65985,2,3,113.036033333333
"Periparus ater",31000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",31,"Jenkins et al. 2007",2.597,5,1,31
"Periparus ater",1.2,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",31,"Jenkins et al. 2007",2.597,5,1,31
"Periparus ater",9.4,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",31,"Jenkins et al. 2007",2.597,5,1,31
"Periparus ater",0.228,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",31,"Jenkins et al. 2007",2.597,5,1,31
"Periparus ater",2.597,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",31,"Jenkins et al. 2007",2.597,5,1,31
"Perisoreus canadensis",0,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",11.3,"Sutherland (birds)",11.3,3,1,11.3
"Perisoreus canadensis",11.3,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",11.3,"Sutherland (birds)",11.3,3,1,11.3
"Perisoreus canadensis",11300,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",11.3,"Sutherland (birds)",11.3,3,1,11.3
"Peromyscus maniculatus",0.05,"km","natal dispersal","MedianDispersalDistance","Sutherland (mammals)",49,"days","AgeAtMaturity","AnAge",1.32,"Jenkins et al. 2007",0.883,5,1,1.32
"Peromyscus maniculatus",0.15,"km","natal dispersal","MedianDispersalDistance","Sutherland (mammals)",49,"days","AgeAtMaturity","AnAge",1.32,"Jenkins et al. 2007",0.883,5,1,1.32
"Peromyscus maniculatus",0.883,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",49,"days","AgeAtMaturity","AnAge",1.32,"Jenkins et al. 2007",0.883,5,1,1.32
"Peromyscus maniculatus",1.005,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",49,"days","AgeAtMaturity","AnAge",1.32,"Jenkins et al. 2007",0.883,5,1,1.32
"Peromyscus maniculatus",1320,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",49,"days","AgeAtMaturity","AnAge",1.32,"Jenkins et al. 2007",0.883,5,1,1.32
"Petrochelidon fulva",30,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",30,"Sutherland (birds)",30,2,1,30
"Petrochelidon fulva",30000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",30,"Sutherland (birds)",30,2,1,30
"Phacelia tanacetifolia",5.225,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0748,"Flores-Moreno et al. 2013",0.0400125,2,1,0.0748
"Phacelia tanacetifolia",74.8,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0748,"Flores-Moreno et al. 2013",0.0400125,2,1,0.0748
"Phoebastria nigripes",644.1695,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",1825,"days","AgeAtMaturity","AnAge",791.3951,"Chu & Clairmunt 2023",717.7823,2,5,158.27902
"Phoebastria nigripes",791.3951,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",1825,"days","AgeAtMaturity","AnAge",791.3951,"Chu & Clairmunt 2023",717.7823,2,5,158.27902
"Phoenicurus phoenicurus",36000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",36,"Jenkins et al. 2007",12.2,3,1,36
"Phoenicurus phoenicurus",12.2,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",36,"Jenkins et al. 2007",12.2,3,1,36
"Phoenicurus phoenicurus",3.873,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",36,"Jenkins et al. 2007",12.2,3,1,36
"Phragmites australis",13.9,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",1.714,"Vittoz & Engler 2007",0.86395,2,1,1.714
"Phragmites australis",1714,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",1.714,"Vittoz & Engler 2007",0.86395,2,1,1.714
"Phylloscopus trochilus",112000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",112,"Jenkins et al. 2007",16.9,5,1,112
"Phylloscopus trochilus",16.9,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",112,"Jenkins et al. 2007",16.9,5,1,112
"Phylloscopus trochilus",20.8,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",112,"Jenkins et al. 2007",16.9,5,1,112
"Phylloscopus trochilus",0.816,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",112,"Jenkins et al. 2007",16.9,5,1,112
"Phylloscopus trochilus",2.172,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",112,"Jenkins et al. 2007",16.9,5,1,112
"Pica pica",0.35,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",637.601,"days","AgeAtMaturity","Amniota",44.3,"Jenkins et al. 2007",1.3,7,2,22.15
"Pica pica",1.3,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",637.601,"days","AgeAtMaturity","Amniota",44.3,"Jenkins et al. 2007",1.3,7,2,22.15
