"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name","Method"
"Galium johnstonii",1,1,"Galium johnstonii","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913077","Galium johnstonii","Galium johnstonii","Find_Sci_Names"
"Galium laevigatum",1,0,"Galium laevigatum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913998","Galium laevigatum","Galium laevigatum","Find_Sci_Names"
"Galium lucidum",1,0,"Galium lucidum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913863","Galium lucidum","Galium lucidum","Find_Sci_Names"
"Galium matthewsii",1,1,"Galium matthewsii","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913547","Galium matthewsii","Galium matthewsii","Find_Sci_Names"
"Galium mexicanum",1,1,"Galium mexicanum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914829","Galium mexicanum","Galium mexicanum subsp. asperulum","Find_Sci_Names"
"Galium mollugo",1,0,"Galium mollugo","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:9039392","Galium mollugo","Galium mollugo","Find_Sci_Names"
"Galium multiflorum",1,1,"Galium multiflorum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913599","Galium multiflorum","Galium multiflorum","Find_Sci_Names"
"Galium munzii",1,1,"Galium munzii","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913120","Galium munzii","Galium munzii","Find_Sci_Names"
"Galium murale",1,1,"Galium murale","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914590","Galium murale","Galium murale","Find_Sci_Names"
"Galium nuttallii",1,1,"Galium nuttallii","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914331","Galium nuttallii","Galium nuttallii","Find_Sci_Names"
"Galium nuttallii",1,1,"Galium nuttallii","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914331","Galium nuttallii","Galium nuttallii subsp. insulare","Find_Sci_Names"
"Galium nuttallii",1,1,"Galium nuttallii","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914331","Galium nuttallii","Galium nuttallii subsp. nuttallii","Find_Sci_Names"
"Galium odoratum",1,1,"Galium odoratum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914642","Galium odoratum","Galium odoratum","Find_Sci_Names"
"Galium palustre",1,1,"Galium palustre","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913130","Galium palustre","Galium palustre","Find_Sci_Names"
"Galium parishii",1,1,"Galium parishii","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913310","Galium parishii","Galium parishii","Find_Sci_Names"
"Galium parisiense",1,1,"Galium parisiense","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913169","Galium parisiense","Galium parisiense","Find_Sci_Names"
"Galium porrigens",1,1,"Galium porrigens","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914930","Galium porrigens","Galium porrigens","Find_Sci_Names"
"Galium porrigens",1,1,"Galium porrigens","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914930","Galium porrigens","Galium porrigens var. porrigens","Find_Sci_Names"
"Galium porrigens",1,1,"Galium porrigens","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914930","Galium porrigens","Galium porrigens var. tenue","Find_Sci_Names"
"Galium pumilum",1,1,"Galium pumilum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:9121716","Galium pumilum","Galium pumilum","Find_Sci_Names"
"Galium pusillum",1,0,"Galium pusillum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913084","Galium pusillum","Galium pusillum","Find_Sci_Names"
"Galium pusillum",0,1,"Galium pusillum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913084","Galium pusillum","Galium pusillum agg","Find_Sci_Names"
"Galium rotundifolium",1,1,"Galium rotundifolium","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914110","Galium rotundifolium","Galium rotundifolium","Find_Sci_Names"
"Galium rubrum",1,0,"Galium rubrum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913218","Galium rubrum","Galium rubrum","Find_Sci_Names"
"Galium saxatile",1,1,"Galium saxatile","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914547","Galium saxatile","Galium saxatile","Find_Sci_Names"
"Galium setaceum",0,1,"Galium setaceum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913869","Galium setacetum","Galium setacetum","Find_Sci_Names"
"Galium spurium",1,0,"Galium spurium","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913214","Galium spurium","Galium spurium","Find_Sci_Names"
"Galium stellatum",1,1,"Galium stellatum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914884","Galium stellatum","Galium stellatum","Find_Sci_Names"
"Galium sterneri",1,0,"Galium sterneri","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2914396","Galium sterneri","Galium sterneri","Find_Sci_Names"
"Galium sylvaticum",1,1,"Galium sylvaticum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913288","Galium sylvaticum","Galium sylvaticum","Find_Sci_Names"
"Galium tricornutum",1,1,"Galium tricornutum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913452","Galium tricornutum","Galium tricornutum","Find_Sci_Names"
"Galium trifidum",1,1,"Galium trifidum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913365","Galium trifidum","Galium trifidum","Find_Sci_Names"
"Galium trifidum",1,1,"Galium trifidum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913365","Galium trifidum","Galium trifidum subsp. columbianum","Find_Sci_Names"
"Galium trifidum",1,1,"Galium trifidum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913365","Galium trifidum","Galium trifidum subsp. subbiflorum","Find_Sci_Names"
"Galium triflorum",1,1,"Galium triflorum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913463","Galium triflorum","Galium triflorum","Find_Sci_Names"
"Galium uliginosum",1,1,"Galium uliginosum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:2913556","Galium uliginosum","Galium uliginosum","Find_Sci_Names"
"Galium verum",1,1,"Galium verum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:9063248","Galium verum","Galium verum","Find_Sci_Names"
"Galium verum",1,0,"Galium verum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:9063248","Galium verum","Galium verum verum","Find_Sci_Names"
"Galium sp.",1,0,"Galium sp.","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Bioshifts_v1",NA,"Galium xcentroniae","Galium xcentroniae","Accepted name not found. Using reported name in Bioshifts v1"
"Gallicolumba beccarii",1,0,"Pampusana beccarii","Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF","GBIF:10674903","Gallicolumba beccarii","Gallicolumba beccarii","Find_Sci_Names"
"Gallicolumba rufigula",1,1,"Gallicolumba rufigula","Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF","GBIF:2495243","Gallicolumba rufigula","Gallicolumba rufigula","Find_Sci_Names"
"Gallinago delicata",1,0,"Gallinago delicata","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","GBIF","GBIF:2481817","Gallinago delicata","Gallinago delicata","Find_Sci_Names"
"Gallinago gallinago",1,1,"Gallinago gallinago","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","GBIF","GBIF:2481819","Gallinago gallinago","Gallinago gallinago","Find_Sci_Names"
"Gallinago hardwickii",1,0,"Gallinago hardwickii","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","GBIF","GBIF:2481830","Gallinago hardwickii","Gallinago hardwickii","Find_Sci_Names"
"Gallinago megala",1,0,"Gallinago megala","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","GBIF","GBIF:2481815","Gallinago megala","Gallinago megala","Find_Sci_Names"
"Gallinula chloropus",1,1,"Gallinula chloropus","Animalia","Chordata","Aves","Gruiformes","Rallidae","GBIF","GBIF:5228199","Gallinula chloropus","Gallinula chloropus","Find_Sci_Names"
"Gallirallus philippensis",1,0,"Gallirallus philippensis","Animalia","Chordata","Aves","Gruiformes","Rallidae","GBIF","GBIF:2474550","Gallirallus philippensis","Gallirallus philippensis","Find_Sci_Names"
"Gallirex porphyreolophus",0,1,"Tauraco porphyreolophus","Animalia","Chordata","Aves","Musophagiformes","Musophagidae","GBIF","GBIF:2475239","Gallirex porphyreolophus","Gallirex porphyreolophus","Find_Sci_Names"
"Gambelia speciosa",1,1,"Gambelia speciosa","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:5414593","Gambelia speciosa","Gambelia speciosa","Find_Sci_Names"
"Gamochaeta ustulata",1,1,"Gamochaeta ustulata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:7635291","Gamochaeta ustulata","Gamochaeta ustulata","Find_Sci_Names"
"Gandaritis pyraliata",0,1,"Eulithis pyraliata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:1965841","Gandaritis pyraliata","Gandaritis pyraliata","Find_Sci_Names"
"Garaeus altapicata",1,1,"Garaeus altapicata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:1973368","Garaeus altapicata","Garaeus altapicata","Find_Sci_Names"
"Garaeus apicata",1,1,"Garaeus apicata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:1973358","Garaeus apicata","Garaeus apicata","Find_Sci_Names"
"Garaeus ulucens",1,1,"Garaeus u-lucens","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:1973332","Garaeus u-lucens","Garaeus u-lucens","Find_Sci_Names"
"Garaeus u-lucens",1,1,"Garaeus u-lucens","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:1973332","Garaeus u-lucens","Garaeus u-lucens","Find_Sci_Names"
"Garaeus ulucens",0,1,"Garaeus u-lucens","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:1973332","Garaeus ulucens","Garaeus ulucens","Find_Sci_Names"
"Gardenia erubescens",1,0,"Gardenia erubescens","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","GBIF","GBIF:5335013","Gardenia erubescens","Gardenia erubescens","Find_Sci_Names"
"Garrulax calvus",0,1,"Garrulax calvus","Animalia","Chordata","Aves","Passeriformes","Leiothrichidae","GBIF","GBIF:2493456","Garrulax calvus","Garrulax calvus","Find_Sci_Names"
"Garrulax palliatus",0,1,"Garrulax palliatus","Animalia","Chordata","Aves","Passeriformes","Leiothrichidae","GBIF","GBIF:2493464","Garrulax palliatus","Garrulax palliatus","Find_Sci_Names"
"Garrulax treacheri",0,1,"Garrulax treacheri","Animalia","Chordata","Aves","Passeriformes","Leiothrichidae","GBIF","GBIF:6101114","Garrulax treacheri","Garrulax treacheri","Find_Sci_Names"
"Garrulus glandarius",1,1,"Garrulus glandarius","Animalia","Chordata","Aves","Passeriformes","Corvidae","GBIF","GBIF:5229493","Garrulus glandarius","Garrulus glandarius","Find_Sci_Names"
"Garrya buxifolia",1,1,"Garrya buxifolia","Plantae","Tracheophyta","Magnoliopsida","Garryales","Garryaceae","GBIF","GBIF:3033011","Garrya buxifolia","Garrya buxifolia","Find_Sci_Names"
"Garrya congdonii",1,1,"Garrya flavescens","Plantae","Tracheophyta","Magnoliopsida","Garryales","Garryaceae","GBIF","GBIF:3033052","Garrya congdonii","Garrya congdonii","Find_Sci_Names"
"Garrya elliptica",1,1,"Garrya elliptica","Plantae","Tracheophyta","Magnoliopsida","Garryales","Garryaceae","GBIF","GBIF:3033013","Garrya elliptica","Garrya elliptica","Find_Sci_Names"
"Garrya flavescens",1,1,"Garrya flavescens","Plantae","Tracheophyta","Magnoliopsida","Garryales","Garryaceae","GBIF","GBIF:3033052","Garrya flavescens","Garrya flavescens","Find_Sci_Names"
"Garrya fremontii",1,1,"Garrya fremontii","Plantae","Tracheophyta","Magnoliopsida","Garryales","Garryaceae","GBIF","GBIF:3033015","Garrya fremontii","Garrya fremontii","Find_Sci_Names"
"Garrya veatchii",1,1,"Garrya veatchii","Plantae","Tracheophyta","Magnoliopsida","Garryales","Garryaceae","GBIF","GBIF:3033007","Garrya veatchii","Garrya veatchii","Find_Sci_Names"
"Garrya wrightii",1,1,"Garrya wrightii","Plantae","Tracheophyta","Magnoliopsida","Garryales","Garryaceae","GBIF","GBIF:3033019","Garrya wrightii","Garrya wrightii","Find_Sci_Names"
"Garveia grisea",0,1,"Garveia grisea","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Bougainvilliidae","GBIF","GBIF:2266507","Garveia grisea","Garveia grisea","Find_Sci_Names"
"Gasterocome pannosaria",1,1,"Gasterocome pannosaria","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:1962678","Gasterocome pannosaria","Gasterocome pannosaria","Find_Sci_Names"
"Gasterosteus aculeatus",1,1,"Gasterosteus aculeatus","Animalia","Chordata","Actinopteri","Gasterosteiformes","Gasterosteidae","GBIF","GBIF:4286327","Gasterosteus aculeatus","Gasterosteus aculeatus","Find_Sci_Names | class from NCBI using taxize"
"Gastridium phleoides",1,1,"Gastridium phleoides","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:5289763","Gastridium phleoides","Gastridium phleoides","Find_Sci_Names"
"Gastropacha quercifolia",1,1,"Gastropacha quercifolia","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","GBIF","GBIF:1732565","Gastropacha quercifolia","Gastropacha quercifolia","Find_Sci_Names"
"Gaudinia fragilis",1,1,"Gaudinia fragilis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:5290242","Gaudinia fragilis","Gaudinia fragilis","Find_Sci_Names"
"Gaultheria humifusa",1,1,"Gaultheria humifusa","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","GBIF","GBIF:2882754","Gaultheria humifusa","Gaultheria humifusa","Find_Sci_Names"
"Gaultheria itoana",1,1,"Gaultheria borneensis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","GBIF","GBIF:4172522","Gaultheria itoana","Gaultheria itoana","Find_Sci_Names"
"Gaultheria ovatifolia",1,1,"Gaultheria ovatifolia","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","GBIF","GBIF:2882755","Gaultheria ovatifolia","Gaultheria ovatifolia","Find_Sci_Names"
"Gaultheria shallon",1,1,"Gaultheria shallon","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","GBIF","GBIF:2882758","Gaultheria shallon","Gaultheria shallon","Find_Sci_Names"
"Gaultheria trichophylla",1,1,"Gaultheria trichophylla","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","GBIF","GBIF:7328129","Gaultheria trichophylla","Gaultheria trichophylla","Find_Sci_Names"
"Gaurotes virginea",1,1,"Gaurotes virginea","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","GBIF","GBIF:9012567","Gaurotes virginea","Gaurotes virginea","Find_Sci_Names"
"Gavia arctica",1,1,"Gavia arctica","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","GBIF","GBIF:2481959","Gavia arctica","Gavia arctica","Find_Sci_Names"
"Gavia immer",1,1,"Gavia immer","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","GBIF","GBIF:2481962","Gavia immer","Gavia immer","Find_Sci_Names"
"Gavia stellata",1,1,"Gavia stellata","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","GBIF","GBIF:2481958","Gavia stellata","Gavia stellata","Find_Sci_Names"
"Gayophytum decipiens",1,1,"Gayophytum decipiens","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","GBIF","GBIF:3189065","Gayophytum decipiens","Gayophytum decipiens","Find_Sci_Names"
"Gayophytum diffusum",1,1,"Gayophytum diffusum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","GBIF","GBIF:3189054","Gayophytum diffusum","Gayophytum diffusum subsp. parviflorum","Find_Sci_Names"
"Gayophytum eriospermum",1,1,"Gayophytum eriospermum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","GBIF","GBIF:3189066","Gayophytum eriospermum","Gayophytum eriospermum","Find_Sci_Names"
"Gayophytum heterozygum",1,1,"Gayophytum heterozygum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","GBIF","GBIF:3189060","Gayophytum heterozygum","Gayophytum heterozygum","Find_Sci_Names"
"Gayophytum humile",1,1,"Gayophytum humile","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","GBIF","GBIF:3189052","Gayophytum humile","Gayophytum humile","Find_Sci_Names"
"Gayophytum oligospermum",1,1,"Gayophytum oligospermum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","GBIF","GBIF:3189062","Gayophytum oligospermum","Gayophytum oligospermum","Find_Sci_Names"
"Gayophytum racemosum",1,1,"Gayophytum racemosum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","GBIF","GBIF:3189055","Gayophytum racemosum","Gayophytum racemosum","Find_Sci_Names"
"Gayophytum ramosissimum",1,1,"Gayophytum ramosissimum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","GBIF","GBIF:3189051","Gayophytum ramosissimum","Gayophytum ramosissimum","Find_Sci_Names"
"Gazania linearis",1,1,"Gazania linearis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3112491","Gazania linearis","Gazania linearis","Find_Sci_Names"
"Gelidium corneum",1,0,"Gelidium spinosum","Plantae","Rhodophyta","Florideophyceae","Gelidiales","Gelidiaceae","GBIF","GBIF:2662738","Gelidium corneum","Gelidium corneum","Find_Sci_Names"
"Gemma gemma",1,1,"Gemma gemma","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","GBIF","GBIF:5189289","Gemma gemma","Gemma gemma","Find_Sci_Names"
"Genista anglica",1,1,"Genista anglica","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:5347644","Genista anglica","Genista anglica","Find_Sci_Names"
"Genista cinerea",1,1,"Genista cinerea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:5347718","Genista cinerea","Genista cinerea","Find_Sci_Names"
"Genista germanica",1,0,"Genista germanica","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:5347824","Genista germanica","Genista germanica","Find_Sci_Names"
"Genista hispanica",1,1,"Genista hispanica","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:5347761","Genista hispanica","Genista hispanica","Find_Sci_Names"
"Genista monspessulana",1,1,"Genista monspessulana","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:5347796","Genista monspessulana","Genista monspessulana","Find_Sci_Names"
"Genista pilosa",1,1,"Genista pilosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:5347571","Genista pilosa","Genista pilosa","Find_Sci_Names"
"Genista scorpius",0,1,"Genista scorpius","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:5347727","Genista scorpius","Genista scorpius","Find_Sci_Names"
"Genista tinctoria",1,1,"Genista tinctoria","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:5347612","Genista tinctoria","Genista tinctoria","Find_Sci_Names"
"Gentiana acaulis",1,1,"Gentiana acaulis","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","GBIF","GBIF:6366597","Gentiana acaulis","Gentiana acaulis","Find_Sci_Names"
